2.000000000000000111e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.755942292142123051e-01,1.755942292142123051e-01,1.414213562373095312e-01
2.000000000000000111e-01,6.999999999999999556e-01,0.000000000000000000e+00,2.254624876411447099e-01,2.254624876411447099e-01,1.414213562373095312e-01
2.000000000000000111e-01,8.999999999999999112e-01,0.000000000000000000e+00,2.783882181415010537e-01,2.783882181415010537e-01,1.414213562373095312e-01
2.000000000000000111e-01,1.099999999999999867e+00,0.000000000000000000e+00,3.329164059239695939e-01,3.329164059239695939e-01,1.414213562373095312e-01
2.000000000000000111e-01,1.299999999999999822e+00,0.000000000000000000e+00,3.883726732577014173e-01,3.883726732577014173e-01,1.414213562373095312e-01
2.000000000000000111e-01,1.499999999999999778e+00,0.000000000000000000e+00,4.444097208657794007e-01,4.444097208657794007e-01,1.414213562373095312e-01
4.000000000000000222e-01,5.000000000000000000e-01,0.000000000000000000e+00,2.466441431158123698e-01,2.466441431158123698e-01,2.828427124746190624e-01
4.000000000000000222e-01,6.999999999999999556e-01,0.000000000000000000e+00,2.843120351538663271e-01,2.843120351538663271e-01,2.828427124746190624e-01
4.000000000000000222e-01,8.999999999999999112e-01,0.000000000000000000e+00,3.278719262151000291e-01,3.278719262151000291e-01,2.828427124746190624e-01
4.000000000000000222e-01,1.099999999999999867e+00,0.000000000000000000e+00,3.752776749732567030e-01,3.752776749732567030e-01,2.828427124746190624e-01
4.000000000000000222e-01,1.299999999999999822e+00,0.000000000000000000e+00,4.252450274057690827e-01,4.252450274057690827e-01,2.828427124746190624e-01
4.000000000000000222e-01,1.499999999999999778e+00,0.000000000000000000e+00,4.769696007084727740e-01,4.769696007084727740e-01,2.828427124746190624e-01
6.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,3.329164059239697049e-01,3.329164059239697049e-01,4.242640687119285658e-01
6.000000000000000888e-01,6.999999999999999556e-01,0.000000000000000000e+00,3.617089069035117621e-01,3.617089069035117621e-01,4.242640687119285658e-01
6.000000000000000888e-01,8.999999999999999112e-01,0.000000000000000000e+00,3.968626966596885963e-01,3.968626966596885963e-01,4.242640687119285658e-01
6.000000000000000888e-01,1.099999999999999867e+00,0.000000000000000000e+00,4.368447474027052357e-01,4.368447474027052357e-01,4.242640687119285658e-01
6.000000000000000888e-01,1.299999999999999822e+00,0.000000000000000000e+00,4.804511768466523947e-01,4.804511768466523947e-01,4.242640687119285658e-01
6.000000000000000888e-01,1.499999999999999778e+00,0.000000000000000000e+00,5.267826876426369154e-01,5.267826876426369154e-01,4.242640687119285658e-01
8.000000000000000444e-01,5.000000000000000000e-01,0.000000000000000000e+00,4.252450274057691382e-01,4.252450274057691382e-01,5.656854249492381248e-01
8.000000000000000444e-01,6.999999999999999556e-01,0.000000000000000000e+00,4.481443219916250720e-01,4.481443219916250720e-01,5.656854249492381248e-01
8.000000000000000444e-01,8.999999999999999112e-01,0.000000000000000000e+00,4.769696007084728850e-01,4.769696007084728850e-01,5.656854249492381248e-01
8.000000000000000444e-01,1.099999999999999867e+00,0.000000000000000000e+00,5.107184482014853755e-01,5.107184482014853755e-01,5.656854249492381248e-01
8.000000000000000444e-01,1.299999999999999822e+00,0.000000000000000000e+00,5.484827557301443779e-01,5.484827557301443779e-01,5.656854249492381248e-01
8.000000000000000444e-01,1.499999999999999778e+00,0.000000000000000000e+00,5.894913061275798283e-01,5.894913061275798283e-01,5.656854249492381248e-01
1.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.204164998665331554e-01,5.204164998665331554e-01,7.071067811865475727e-01
1.000000000000000000e+00,6.999999999999999556e-01,0.000000000000000000e+00,5.392896562454477793e-01,5.392896562454477793e-01,7.071067811865475727e-01
1.000000000000000000e+00,8.999999999999999112e-01,0.000000000000000000e+00,5.634713834792322018e-01,5.634713834792322018e-01,7.071067811865475727e-01
1.000000000000000000e+00,1.099999999999999867e+00,0.000000000000000000e+00,5.923118547972286985e-01,5.923118547972286985e-01,7.071067811865475727e-01
1.000000000000000000e+00,1.299999999999999822e+00,0.000000000000000000e+00,6.251666444503682918e-01,6.251666444503682918e-01,7.071067811865475727e-01
1.000000000000000000e+00,1.499999999999999778e+00,0.000000000000000000e+00,6.614378277661476790e-01,6.614378277661476790e-01,7.071067811865475727e-01
